"TOA5","CR6","CR6","3702","CR6.14.4.0","CPU:Gill_R3-50.CR6","258","gill_20hz"
"TIMESTAMP","RECORD","staA","staD","Ux_gill","Uy_gill","Uz_gill","temp_gill","AWS"
"TS","RN","none","none","m/s","m/s","m/s","Celsius",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2025-09-23 16:44:41.1",113218,1,10,0.05,-0.01,-0.04,34.53,0.0509902
"2025-09-23 16:44:41.15",113219,2,38,0.05,-0.01,-0.04,34.53,0.0509902
"2025-09-23 16:44:41.2",113220,3,0,0.05,-0.01,-0.04,34.53,0.0509902
"2025-09-23 16:44:41.25",113221,4,0,0.05,-0.01,-0.04,34.53,0.0509902
"2025-09-23 16:44:41.3",113222,5,0,0.05,-0.01,-0.04,34.53,0.0509902
"2025-09-23 16:44:41.35",113223,6,1,0.05,-0.01,-0.03,34.53,0.0509902
"2025-09-23 16:44:41.4",113224,1,10,0.05,-0.01,-0.03,34.54,0.0509902
"2025-09-23 16:44:41.45",113225,2,38,0.05,-0.01,-0.03,34.53,0.0509902
"2025-09-23 16:44:41.5",113226,3,0,0.05,-0.01,-0.03,34.53,0.0509902
"2025-09-23 16:44:41.55",113227,4,0,0.05,-0.01,-0.03,34.53,0.0509902
"2025-09-23 16:44:41.6",113228,5,0,0.05,-0.01,-0.03,34.53,0.0509902
"2025-09-23 16:44:41.65",113229,6,1,0.05,-0.01,-0.03,34.53,0.0509902
"2025-09-23 16:44:41.7",113230,1,10,0.05,-0.01,-0.03,34.53,0.0509902
"2025-09-23 16:44:41.75",113231,2,38,0.05,-0.01,-0.03,34.53,0.0509902
"2025-09-23 16:44:41.8",113232,3,0,0.05,-0.01,-0.03,34.53,0.0509902
"2025-09-23 16:44:41.85",113233,4,0,0.05,-0.01,-0.03,34.53,0.0509902
"2025-09-23 16:44:41.9",113234,5,0,0.05,-0.01,-0.03,34.53,0.0509902
"2025-09-23 16:44:41.95",113235,6,1,0.05,-0.01,-0.03,34.53,0.0509902
"2025-09-23 16:44:42",113236,1,10,0.05,-0.01,-0.03,34.53,0.0509902
"2025-09-23 16:44:42.05",113237,2,38,0.06,0,-0.02,34.53,0.06
"2025-09-23 16:44:42.1",113238,3,0,0.06,0,-0.02,34.53,0.06
"2025-09-23 16:44:42.15",113239,4,0,0.06,0,-0.02,34.54,0.06
"2025-09-23 16:44:42.2",113240,5,0,0.06,0,-0.02,34.54,0.06
"2025-09-23 16:44:42.25",113241,6,1,0.06,0,-0.02,34.53,0.06
"2025-09-23 16:44:42.3",113242,1,10,0.06,0,-0.02,34.53,0.06
"2025-09-23 16:44:42.35",113243,2,38,0.06,0,-0.02,34.53,0.06
"2025-09-23 16:44:42.4",113244,3,0,0.06,0,-0.02,34.53,0.06
"2025-09-23 16:44:42.45",113245,4,0,0.06,0,-0.02,34.53,0.06
"2025-09-23 16:44:42.5",113246,5,0,0.06,0,-0.02,34.53,0.06
"2025-09-23 16:44:42.55",113247,6,1,0.06,0,-0.02,34.53,0.06
"2025-09-23 16:44:42.6",113248,1,10,0.06,0,-0.02,34.53,0.06
"2025-09-23 16:44:42.65",113249,2,38,0.06,0,-0.02,34.53,0.06
"2025-09-23 16:44:42.7",113250,3,0,0.06,0,-0.02,34.53,0.06
"2025-09-23 16:44:42.75",113251,4,0,0.06,0,-0.02,34.53,0.06
"2025-09-23 16:44:42.8",113252,5,0,0.04,0,-0.02,34.53,0.04
"2025-09-23 16:44:42.85",113253,6,1,0.04,0,-0.02,34.53,0.04
"2025-09-23 16:44:42.9",113254,1,10,0.04,0,-0.02,34.53,0.04
"2025-09-23 16:44:42.95",113255,2,38,0.04,0,-0.02,34.53,0.04
"2025-09-23 16:44:43",113256,3,0,0.04,0,-0.02,34.53,0.04
"2025-09-23 16:44:43.05",113257,4,0,0.04,0,-0.02,34.53,0.04
"2025-09-23 16:44:43.1",113258,5,0,0.04,0,-0.02,34.53,0.04
"2025-09-23 16:44:43.15",113259,6,1,0.04,0,-0.02,34.53,0.04
"2025-09-23 16:44:43.2",113260,1,10,0.04,0,-0.02,34.53,0.04
"2025-09-23 16:44:43.25",113261,2,38,0.04,0,-0.02,34.53,0.04
"2025-09-23 16:44:43.3",113262,3,0,0.04,0,-0.02,34.53,0.04
"2025-09-23 16:44:43.35",113263,4,0,0.04,0,-0.02,34.53,0.04
"2025-09-23 16:44:43.4",113264,5,0,0.04,0,-0.02,34.53,0.04
"2025-09-23 16:44:43.45",113265,6,1,0.04,0,-0.02,34.53,0.04
"2025-09-23 16:44:43.5",113266,1,10,0.04,0,-0.02,34.53,0.04
"2025-09-23 16:44:43.55",113267,2,38,0.04,0,-0.02,34.53,0.04
"2025-09-23 16:44:43.6",113268,3,0,0.04,0,-0.02,34.53,0.04
"2025-09-23 16:44:43.65",113269,4,0,0.04,0,-0.02,34.53,0.04
"2025-09-23 16:44:43.7",113270,5,0,0.04,0,-0.02,34.53,0.04
"2025-09-23 16:44:43.75",113271,6,1,0.04,0,-0.02,34.53,0.04
"2025-09-23 16:44:43.8",113272,1,10,0.04,0,-0.02,34.53,0.04
"2025-09-23 16:44:43.85",113273,2,38,0.04,0,-0.02,34.53,0.04
"2025-09-23 16:44:43.9",113274,3,0,0.04,0,-0.02,34.53,0.04
"2025-09-23 16:44:43.95",113275,4,0,0.04,0,-0.02,34.52,0.04
"2025-09-23 16:44:44",113276,5,0,0.05,-0.01,-0.03,34.53,0.0509902
"2025-09-23 16:44:44.05",113277,6,1,0.04,0,-0.02,34.53,0.04
"2025-09-23 16:44:44.1",113278,1,10,0.04,0,-0.02,34.53,0.04
"2025-09-23 16:44:44.15",113279,2,38,0.04,0,-0.02,34.53,0.04
"2025-09-23 16:44:44.2",113280,3,0,0.04,0,-0.02,34.53,0.04
"2025-09-23 16:44:44.25",113281,4,0,0.04,0,-0.02,34.53,0.04
"2025-09-23 16:44:44.3",113282,5,0,0.04,0,-0.02,34.53,0.04
"2025-09-23 16:44:44.35",113283,6,1,0.04,0,-0.02,34.53,0.04
"2025-09-23 16:44:44.4",113284,1,10,0.04,0,-0.02,34.53,0.04
"2025-09-23 16:44:44.45",113285,2,38,0.04,0,-0.02,34.52,0.04
"2025-09-23 16:44:44.5",113286,3,0,0.04,0,-0.02,34.52,0.04
"2025-09-23 16:44:44.55",113287,4,0,0.04,0,-0.02,34.52,0.04
"2025-09-23 16:44:44.6",113288,5,0,0.04,0,-0.02,34.52,0.04
"2025-09-23 16:44:44.65",113289,6,1,0.04,0,-0.02,34.52,0.04
"2025-09-23 16:44:44.7",113290,1,10,0.04,0,-0.02,34.52,0.04
"2025-09-23 16:44:44.75",113291,2,38,0.05,-0.01,-0.02,34.52,0.0509902
"2025-09-23 16:44:44.8",113292,3,0,0.05,-0.01,-0.02,34.52,0.0509902
"2025-09-23 16:44:44.85",113293,4,0,0.04,-0.02,-0.02,34.52,0.04472136
"2025-09-23 16:44:44.9",113294,5,0,0.04,-0.02,-0.02,34.52,0.04472136
"2025-09-23 16:44:44.95",113295,6,1,0.04,-0.02,-0.02,34.52,0.04472136
"2025-09-23 16:44:45",113296,1,10,0.04,-0.02,-0.02,34.52,0.04472136
"2025-09-23 16:44:45.05",113297,2,38,0.04,-0.02,-0.02,34.52,0.04472136
"2025-09-23 16:44:45.1",113298,3,0,0.04,-0.02,-0.02,34.52,0.04472136
"2025-09-23 16:44:45.15",113299,4,0,0.04,-0.02,-0.02,34.52,0.04472136
"2025-09-23 16:44:45.2",113300,5,0,0.04,-0.02,-0.02,34.52,0.04472136
"2025-09-23 16:44:45.25",113301,6,1,0.04,-0.02,-0.02,34.52,0.04472136
"2025-09-23 16:44:45.3",113302,1,10,0.04,-0.02,-0.02,34.52,0.04472136
"2025-09-23 16:44:45.35",113303,2,38,0.03,-0.01,-0.03,34.52,0.03162277
"2025-09-23 16:44:45.4",113304,3,0,0.03,-0.01,-0.03,34.52,0.03162277
"2025-09-23 16:44:45.45",113305,4,0,0.03,-0.01,-0.03,34.52,0.03162277
"2025-09-23 16:44:45.5",113306,5,0,0.03,-0.01,-0.03,34.52,0.03162277
"2025-09-23 16:44:45.55",113307,6,1,0.03,-0.01,-0.03,34.52,0.03162277
"2025-09-23 16:44:45.6",113308,1,10,0.03,-0.01,-0.03,34.52,0.03162277
"2025-09-23 16:44:45.65",113309,2,38,0.03,-0.01,-0.03,34.52,0.03162277
"2025-09-23 16:44:45.7",113310,3,0,0.03,-0.01,-0.03,34.52,0.03162277
"2025-09-23 16:44:45.75",113311,4,0,0.03,-0.01,-0.03,34.52,0.03162277
"2025-09-23 16:44:45.8",113312,5,0,0.05,-0.01,-0.03,34.52,0.0509902
"2025-09-23 16:44:45.85",113313,6,1,0.05,-0.01,-0.03,34.52,0.0509902
"2025-09-23 16:44:45.9",113314,1,10,0.05,-0.01,-0.03,34.52,0.0509902
"2025-09-23 16:44:45.95",113315,2,38,0.05,-0.01,-0.03,34.52,0.0509902
"2025-09-23 16:44:46",113316,3,0,0.05,-0.01,-0.03,34.52,0.0509902
"2025-09-23 16:44:46.05",113317,4,0,0.05,-0.01,-0.03,34.52,0.0509902
"2025-09-23 16:44:46.1",113318,5,0,0.05,-0.01,-0.03,34.52,0.0509902
"2025-09-23 16:44:46.15",113319,6,1,0.05,-0.01,-0.03,34.52,0.0509902
"2025-09-23 16:44:46.2",113320,1,10,0.05,-0.01,-0.03,34.52,0.0509902
"2025-09-23 16:44:46.25",113321,2,38,0.05,-0.01,-0.03,34.52,0.0509902
"2025-09-23 16:44:46.3",113322,3,0,0.05,-0.01,-0.03,34.52,0.0509902
"2025-09-23 16:44:46.35",113323,4,0,0.05,-0.01,-0.03,34.52,0.0509902
"2025-09-23 16:44:46.4",113324,5,0,0.05,-0.01,-0.03,34.52,0.0509902
"2025-09-23 16:44:46.45",113325,6,1,0.05,-0.01,-0.03,34.52,0.0509902
"2025-09-23 16:44:46.5",113326,1,10,0.05,-0.01,-0.03,34.52,0.0509902
"2025-09-23 16:44:46.55",113327,2,38,0.05,-0.01,-0.03,34.52,0.0509902
"2025-09-23 16:44:46.6",113328,3,0,0.04,-0.02,-0.03,34.52,0.04472136
"2025-09-23 16:44:46.65",113329,4,0,0.04,-0.02,-0.03,34.52,0.04472136
"2025-09-23 16:44:46.7",113330,5,0,0.04,-0.02,-0.03,34.52,0.04472136
"2025-09-23 16:44:46.75",113331,6,1,0.04,-0.02,-0.03,34.52,0.04472136
"2025-09-23 16:44:46.8",113332,1,10,0.04,-0.02,-0.03,34.52,0.04472136
"2025-09-23 16:44:46.85",113333,2,38,0.04,-0.02,-0.03,34.52,0.04472136
"2025-09-23 16:44:46.9",113334,3,0,0.04,-0.02,-0.03,34.52,0.04472136
"2025-09-23 16:44:46.95",113335,4,0,0.04,-0.02,-0.03,34.52,0.04472136
"2025-09-23 16:44:47",113336,5,0,0.04,-0.02,-0.03,34.52,0.04472136
"2025-09-23 16:44:47.05",113337,6,1,0.04,-0.02,-0.03,34.52,0.04472136
"2025-09-23 16:44:47.1",113338,1,10,0.04,-0.02,-0.03,34.52,0.04472136
"2025-09-23 16:44:47.15",113339,2,38,0.04,-0.02,-0.03,34.52,0.04472136
"2025-09-23 16:44:47.2",113340,3,0,0.04,-0.02,-0.03,34.52,0.04472136
"2025-09-23 16:44:47.25",113341,4,0,0.04,-0.03,-0.03,34.52,0.05
"2025-09-23 16:44:47.3",113342,5,0,0.04,-0.03,-0.03,34.52,0.05
"2025-09-23 16:44:47.35",113343,6,1,0.04,-0.03,-0.03,34.52,0.05
"2025-09-23 16:44:47.4",113344,1,10,0.04,-0.03,-0.03,34.52,0.05
"2025-09-23 16:44:47.45",113345,2,38,0.04,-0.03,-0.03,34.52,0.05
"2025-09-23 16:44:47.5",113346,3,0,0.04,-0.03,-0.03,34.52,0.05
"2025-09-23 16:44:47.55",113347,4,0,0.04,-0.03,-0.03,34.52,0.05
"2025-09-23 16:44:47.6",113348,5,0,0.04,-0.03,-0.03,34.52,0.05
"2025-09-23 16:44:47.65",113349,6,1,0.04,-0.03,-0.03,34.52,0.05
"2025-09-23 16:44:47.7",113350,1,10,0.04,-0.03,-0.03,34.52,0.05
"2025-09-23 16:44:47.75",113351,2,38,0.04,-0.03,-0.03,34.52,0.05
"2025-09-23 16:44:47.8",113352,3,0,0.04,-0.03,-0.03,34.52,0.05
"2025-09-23 16:44:47.85",113353,4,0,0.05,-0.03,-0.02,34.52,0.05830952
"2025-09-23 16:44:47.9",113354,5,0,0.05,-0.03,-0.02,34.52,0.05830952
"2025-09-23 16:44:47.95",113355,6,1,0.05,-0.03,-0.02,34.52,0.05830952
"2025-09-23 16:44:48",113356,1,10,0.05,-0.03,-0.02,34.52,0.05830952
"2025-09-23 16:44:48.05",113357,2,38,0.05,-0.03,-0.02,34.52,0.05830952
"2025-09-23 16:44:48.1",113358,3,0,0.05,-0.03,-0.02,34.52,0.05830952
"2025-09-23 16:44:48.15",113359,4,0,0.05,-0.03,-0.02,34.52,0.05830952
"2025-09-23 16:44:48.2",113360,5,0,0.05,-0.03,-0.02,34.52,0.05830952
"2025-09-23 16:44:48.25",113361,6,1,0.05,-0.03,-0.02,34.52,0.05830952
"2025-09-23 16:44:48.3",113362,1,10,0.05,-0.03,-0.02,34.52,0.05830952
"2025-09-23 16:44:48.35",113363,2,38,0.05,-0.03,-0.02,34.52,0.05830952
"2025-09-23 16:44:48.4",113364,3,0,0.05,-0.03,-0.02,34.52,0.05830952
"2025-09-23 16:44:48.45",113365,4,0,0.05,-0.03,-0.02,34.52,0.05830952
"2025-09-23 16:44:48.5",113366,5,0,0.05,-0.03,-0.02,34.52,0.05830952
"2025-09-23 16:44:48.55",113367,6,1,0.05,-0.03,-0.02,34.52,0.05830952
"2025-09-23 16:44:48.6",113368,1,10,0.05,-0.03,-0.02,34.52,0.05830952
"2025-09-23 16:44:48.65",113369,2,38,0.05,-0.03,-0.02,34.52,0.05830952
"2025-09-23 16:44:48.7",113370,3,0,0.05,-0.03,-0.02,34.52,0.05830952
"2025-09-23 16:44:48.75",113371,4,0,0.05,-0.03,-0.02,34.52,0.05830952
"2025-09-23 16:44:48.8",113372,5,0,0.05,-0.03,-0.02,34.52,0.05830952
"2025-09-23 16:44:48.85",113373,6,1,0.04,-0.02,-0.03,34.52,0.04472136
"2025-09-23 16:44:48.9",113374,1,10,0.04,-0.02,-0.03,34.52,0.04472136
"2025-09-23 16:44:48.95",113375,2,38,0.03,-0.02,-0.03,34.52,0.03605551
"2025-09-23 16:44:49",113376,3,0,0.03,-0.02,-0.03,34.52,0.03605551
"2025-09-23 16:44:49.05",113377,4,0,0.03,-0.02,-0.03,34.52,0.03605551
"2025-09-23 16:44:49.1",113378,5,0,0.04,-0.02,-0.04,34.52,0.04472136
"2025-09-23 16:44:49.15",113379,6,1,0.04,-0.02,-0.04,34.52,0.04472136
"2025-09-23 16:44:49.2",113380,1,10,0.04,-0.02,-0.04,34.52,0.04472136
"2025-09-23 16:44:49.25",113381,2,38,0.04,-0.02,-0.04,34.52,0.04472136
"2025-09-23 16:44:49.3",113382,3,0,0.04,-0.02,-0.04,34.52,0.04472136
"2025-09-23 16:44:49.35",113383,4,0,0.04,-0.02,-0.04,34.52,0.04472136
"2025-09-23 16:44:49.4",113384,5,0,0.04,-0.02,-0.04,34.52,0.04472136
"2025-09-23 16:44:49.45",113385,6,1,0.04,-0.02,-0.04,34.52,0.04472136
"2025-09-23 16:44:49.5",113386,1,10,0.04,-0.02,-0.04,34.52,0.04472136
"2025-09-23 16:44:49.55",113387,2,38,0.04,-0.02,-0.04,34.52,0.04472136
"2025-09-23 16:44:49.6",113388,3,0,0.04,-0.02,-0.04,34.52,0.04472136
"2025-09-23 16:44:49.65",113389,4,0,0.04,-0.02,-0.04,34.52,0.04472136
"2025-09-23 16:44:49.7",113390,5,0,0.04,-0.02,-0.04,34.52,0.04472136
"2025-09-23 16:44:49.75",113391,6,1,0.04,-0.02,-0.04,34.52,0.04472136
"2025-09-23 16:44:49.8",113392,1,10,0.04,-0.02,-0.04,34.52,0.04472136
"2025-09-23 16:44:49.85",113393,2,38,0.04,-0.02,-0.04,34.52,0.04472136
"2025-09-23 16:44:49.9",113394,3,0,0.04,-0.02,-0.04,34.52,0.04472136
"2025-09-23 16:44:49.95",113395,4,0,0.04,-0.02,-0.04,34.52,0.04472136
"2025-09-23 16:44:50",113396,5,0,0.04,-0.02,-0.04,34.52,0.04472136
"2025-09-23 16:44:50.05",113397,6,1,0.04,-0.02,-0.04,34.52,0.04472136
"2025-09-23 16:44:50.1",113398,1,10,0.04,-0.02,-0.04,34.52,0.04472136
"2025-09-23 16:44:50.15",113399,2,38,0.04,-0.02,-0.04,34.52,0.04472136
"2025-09-23 16:44:50.2",113400,3,0,0.02,-0.03,-0.04,34.52,0.03605551
"2025-09-23 16:44:50.25",113401,4,0,0.02,-0.03,-0.04,34.52,0.03605551
"2025-09-23 16:44:50.3",113402,5,0,0.02,-0.03,-0.04,34.52,0.03605551
"2025-09-23 16:44:50.35",113403,6,1,0.02,-0.03,-0.04,34.52,0.03605551
"2025-09-23 16:44:50.4",113404,1,10,0.02,-0.03,-0.04,34.52,0.03605551
"2025-09-23 16:44:50.45",113405,2,38,0.02,-0.03,-0.04,34.52,0.03605551
"2025-09-23 16:44:50.5",113406,3,0,0.02,-0.03,-0.04,34.52,0.03605551
"2025-09-23 16:44:50.55",113407,4,0,0.02,-0.03,-0.04,34.52,0.03605551
"2025-09-23 16:44:50.6",113408,5,0,0.02,-0.03,-0.04,34.52,0.03605551
"2025-09-23 16:44:50.65",113409,6,1,0.02,-0.03,-0.04,34.52,0.03605551
"2025-09-23 16:44:50.7",113410,1,10,0.02,-0.03,-0.04,34.52,0.03605551
"2025-09-23 16:44:50.75",113411,2,38,0.02,-0.03,-0.04,34.52,0.03605551
"2025-09-23 16:44:50.8",113412,3,0,0.02,-0.03,-0.04,34.52,0.03605551
"2025-09-23 16:44:50.85",113413,4,0,0.02,-0.03,-0.04,34.52,0.03605551
"2025-09-23 16:44:50.9",113414,5,0,0.02,-0.03,-0.04,34.52,0.03605551
"2025-09-23 16:44:50.95",113415,6,1,0.02,-0.03,-0.04,34.52,0.03605551
"2025-09-23 16:44:51",113416,1,10,0.02,-0.03,-0.04,34.52,0.03605551
"2025-09-23 16:44:51.05",113417,2,38,0.02,-0.03,-0.04,34.52,0.03605551
"2025-09-23 16:44:51.1",113418,3,0,0.02,-0.03,-0.04,34.52,0.03605551
"2025-09-23 16:44:51.15",113419,4,0,0.02,-0.03,-0.04,34.52,0.03605551
"2025-09-23 16:44:51.2",113420,5,0,0.03,-0.02,-0.03,34.52,0.03605551
"2025-09-23 16:44:51.25",113421,6,1,0.03,-0.02,-0.03,34.52,0.03605551
"2025-09-23 16:44:51.3",113422,1,10,0.03,-0.02,-0.03,34.52,0.03605551
"2025-09-23 16:44:51.35",113423,2,38,0.03,-0.02,-0.03,34.52,0.03605551
"2025-09-23 16:44:51.4",113424,3,0,0.03,-0.02,-0.03,34.52,0.03605551
"2025-09-23 16:44:51.45",113425,4,0,0.03,-0.02,-0.03,34.52,0.03605551
"2025-09-23 16:44:51.5",113426,5,0,0.03,-0.02,-0.03,34.52,0.03605551
"2025-09-23 16:44:51.55",113427,6,1,0.03,-0.02,-0.03,34.52,0.03605551
"2025-09-23 16:44:51.6",113428,1,10,0.03,-0.02,-0.03,34.52,0.03605551
"2025-09-23 16:44:51.65",113429,2,38,0.03,-0.02,-0.03,34.52,0.03605551
"2025-09-23 16:44:51.7",113430,3,0,0.03,-0.02,-0.03,34.52,0.03605551
"2025-09-23 16:44:51.75",113431,4,0,0.03,-0.02,-0.03,34.52,0.03605551
"2025-09-23 16:44:51.8",113432,5,0,0.03,-0.02,-0.03,34.52,0.03605551
"2025-09-23 16:44:51.85",113433,6,1,0.04,-0.02,-0.02,34.52,0.04472136
"2025-09-23 16:44:51.9",113434,1,10,0.04,-0.02,-0.02,34.52,0.04472136
"2025-09-23 16:44:51.95",113435,2,38,0.03,-0.02,-0.02,34.52,0.03605551
"2025-09-23 16:44:52",113436,3,0,0.02,-0.03,-0.02,34.52,0.03605551
"2025-09-23 16:44:52.05",113437,4,0,0.02,-0.03,-0.02,34.52,0.03605551
"2025-09-23 16:44:52.1",113438,5,0,0.02,-0.03,-0.02,34.52,0.03605551
"2025-09-23 16:44:52.15",113439,6,1,0.02,-0.03,-0.02,34.52,0.03605551
"2025-09-23 16:44:52.2",113440,1,10,0.02,-0.03,-0.02,34.52,0.03605551
"2025-09-23 16:44:52.25",113441,2,38,0.02,-0.03,-0.02,34.52,0.03605551
"2025-09-23 16:44:52.3",113442,3,0,0.02,-0.03,-0.02,34.52,0.03605551
"2025-09-23 16:44:52.35",113443,4,0,0.02,-0.03,-0.02,34.52,0.03605551
"2025-09-23 16:44:52.4",113444,5,0,0.02,-0.03,-0.02,34.52,0.03605551
"2025-09-23 16:44:52.45",113445,6,1,0.02,-0.03,-0.02,34.52,0.03605551
"2025-09-23 16:44:52.5",113446,1,10,0.02,-0.03,-0.02,34.52,0.03605551
"2025-09-23 16:44:52.55",113447,2,38,0.02,-0.03,-0.02,34.52,0.03605551
"2025-09-23 16:44:52.6",113448,3,0,0.02,-0.03,-0.02,34.52,0.03605551
"2025-09-23 16:44:52.65",113449,4,0,0.02,-0.03,-0.02,34.52,0.03605551
"2025-09-23 16:44:52.7",113450,5,0,0.02,-0.03,-0.02,34.52,0.03605551
"2025-09-23 16:44:52.75",113451,6,1,0.02,-0.03,-0.02,34.52,0.03605551
"2025-09-23 16:44:52.8",113452,1,10,0.02,-0.03,-0.02,34.52,0.03605551
"2025-09-23 16:44:52.85",113453,2,38,0.02,-0.03,-0.02,34.52,0.03605551
"2025-09-23 16:44:52.9",113454,3,0,0.02,-0.03,-0.02,34.52,0.03605551
"2025-09-23 16:44:52.95",113455,4,0,0.01,-0.02,-0.02,34.52,0.02236068
"2025-09-23 16:44:53",113456,5,0,0.01,-0.02,-0.02,34.52,0.02236068
"2025-09-23 16:44:53.05",113457,6,1,0.01,-0.02,-0.02,34.52,0.02236068
"2025-09-23 16:44:53.1",113458,1,10,0.01,-0.02,-0.02,34.52,0.02236068
"2025-09-23 16:44:53.15",113459,2,38,0.01,-0.02,-0.02,34.52,0.02236068
"2025-09-23 16:44:53.2",113460,3,0,0.01,-0.02,-0.02,34.52,0.02236068
"2025-09-23 16:44:53.25",113461,4,0,0.01,-0.02,-0.02,34.52,0.02236068
"2025-09-23 16:44:53.3",113462,5,0,0.01,-0.02,-0.02,34.52,0.02236068
"2025-09-23 16:44:53.35",113463,6,1,0.01,-0.02,-0.02,34.52,0.02236068
"2025-09-23 16:44:53.4",113464,1,10,0.01,-0.02,-0.02,34.52,0.02236068
"2025-09-23 16:44:53.45",113465,2,38,0.01,-0.02,-0.02,34.52,0.02236068
"2025-09-23 16:44:53.5",113466,3,0,0.01,-0.02,-0.02,34.52,0.02236068
"2025-09-23 16:44:53.55",113467,4,0,0.01,-0.02,-0.02,34.52,0.02236068
"2025-09-23 16:44:53.6",113468,5,0,0.01,-0.02,-0.02,34.52,0.02236068
"2025-09-23 16:44:53.65",113469,6,1,0.01,-0.02,-0.02,34.52,0.02236068
"2025-09-23 16:44:53.7",113470,1,10,0.01,-0.02,-0.02,34.52,0.02236068
"2025-09-23 16:44:53.75",113471,2,38,0.01,-0.02,-0.02,34.52,0.02236068
"2025-09-23 16:44:53.8",113472,3,0,0.01,-0.02,-0.02,34.52,0.02236068
"2025-09-23 16:44:53.85",113473,4,0,0.01,-0.02,-0.02,34.52,0.02236068
"2025-09-23 16:44:53.9",113474,5,0,0.01,-0.02,-0.02,34.52,0.02236068
"2025-09-23 16:44:53.95",113475,6,1,0.01,-0.02,-0.02,34.52,0.02236068
"2025-09-23 16:44:54",113476,1,10,0.01,-0.02,-0.02,34.52,0.02236068
"2025-09-23 16:44:54.05",113477,2,38,0.03,-0.02,-0.03,34.52,0.03605551
"2025-09-23 16:44:54.1",113478,3,0,0.03,-0.02,-0.03,34.52,0.03605551
"2025-09-23 16:44:54.15",113479,4,0,0.03,-0.02,-0.03,34.52,0.03605551
"2025-09-23 16:44:54.2",113480,5,0,0.03,-0.02,-0.03,34.52,0.03605551
"2025-09-23 16:44:54.25",113481,6,1,0.03,-0.02,-0.03,34.52,0.03605551
"2025-09-23 16:44:54.3",113482,1,10,0.03,-0.02,-0.03,34.52,0.03605551
"2025-09-23 16:44:54.35",113483,2,38,0.03,-0.02,-0.03,34.52,0.03605551
"2025-09-23 16:44:54.4",113484,3,0,0.03,-0.02,-0.03,34.52,0.03605551
"2025-09-23 16:44:54.45",113485,4,0,0.03,-0.02,-0.03,34.52,0.03605551
"2025-09-23 16:44:54.5",113486,5,0,0.03,-0.02,-0.03,34.52,0.03605551
"2025-09-23 16:44:54.55",113487,6,1,0.03,-0.02,-0.03,34.52,0.03605551
"2025-09-23 16:44:54.6",113488,1,10,0.03,-0.02,-0.03,34.52,0.03605551
"2025-09-23 16:44:54.65",113489,2,38,0.03,-0.02,-0.03,34.52,0.03605551
"2025-09-23 16:44:54.7",113490,3,0,0.03,-0.02,-0.03,34.52,0.03605551
"2025-09-23 16:44:54.75",113491,4,0,0.03,-0.02,-0.03,34.52,0.03605551
"2025-09-23 16:44:54.8",113492,5,0,0.03,-0.02,-0.03,34.52,0.03605551
"2025-09-23 16:44:54.85",113493,6,1,0.03,-0.02,-0.03,34.52,0.03605551
"2025-09-23 16:44:54.9",113494,1,10,0.02,-0.03,-0.02,34.52,0.03605551
"2025-09-23 16:44:54.95",113495,2,38,0.02,-0.03,-0.02,34.52,0.03605551
"2025-09-23 16:44:55",113496,3,0,0.04,-0.03,-0.03,34.52,0.05
"2025-09-23 16:44:55.05",113497,4,0,0.02,-0.03,-0.02,34.52,0.03605551
"2025-09-23 16:44:55.1",113498,5,0,0.02,-0.03,-0.02,34.52,0.03605551
"2025-09-23 16:44:55.15",113499,6,1,0.02,-0.03,-0.02,34.52,0.03605551
"2025-09-23 16:44:55.2",113500,1,10,0.02,-0.03,-0.02,34.52,0.03605551
"2025-09-23 16:44:55.25",113501,2,38,0.02,-0.03,-0.02,34.52,0.03605551
"2025-09-23 16:44:55.3",113502,3,0,0.02,-0.03,-0.02,34.52,0.03605551
"2025-09-23 16:44:55.35",113503,4,0,0.02,-0.03,-0.02,34.52,0.03605551
"2025-09-23 16:44:55.4",113504,5,0,0.03,-0.02,-0.02,34.52,0.03605551
"2025-09-23 16:44:55.45",113505,6,1,0.03,-0.02,-0.02,34.52,0.03605551
"2025-09-23 16:44:55.5",113506,1,10,0.03,-0.02,-0.02,34.52,0.03605551
"2025-09-23 16:44:55.55",113507,2,38,0.03,-0.02,-0.02,34.52,0.03605551
"2025-09-23 16:44:55.6",113508,3,0,0.03,-0.02,-0.02,34.52,0.03605551
"2025-09-23 16:44:55.65",113509,4,0,0.03,-0.02,-0.02,34.52,0.03605551
"2025-09-23 16:44:55.7",113510,5,0,0.03,-0.02,-0.02,34.52,0.03605551
"2025-09-23 16:44:55.75",113511,6,1,0.03,-0.02,-0.02,34.52,0.03605551
"2025-09-23 16:44:55.8",113512,1,10,0.03,-0.02,-0.02,34.52,0.03605551
"2025-09-23 16:44:55.85",113513,2,38,0.03,-0.02,-0.02,34.52,0.03605551
"2025-09-23 16:44:55.9",113514,3,0,0.03,-0.02,-0.02,34.52,0.03605551
"2025-09-23 16:44:55.95",113515,4,0,0.03,-0.02,-0.02,34.52,0.03605551
"2025-09-23 16:44:56",113516,5,0,0.04,-0.04,-0.02,34.52,0.05656854
"2025-09-23 16:44:56.05",113517,6,1,0.04,-0.04,-0.02,34.52,0.05656854
"2025-09-23 16:44:56.1",113518,1,10,0.04,-0.04,-0.02,34.52,0.05656854
