"TOA5","CR6","CR6","3702","CR6.14.4.0","CPU:Gill_R3-50.CR6","258","gill_20hz"
"TIMESTAMP","RECORD","staA","staD","Ux_gill","Uy_gill","Uz_gill","temp_gill","AWS"
"TS","RN","none","none","m/s","m/s","m/s","Celsius",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2025-09-23 16:44:25.65",112909,4,0,0.05,-0.01,0,34.56,0.0509902
"2025-09-23 16:44:25.7",112910,5,0,0.05,-0.01,0,34.56,0.0509902
"2025-09-23 16:44:25.75",112911,6,1,0.05,-0.01,0,34.56,0.0509902
"2025-09-23 16:44:25.8",112912,1,10,0.05,-0.01,0,34.56,0.0509902
"2025-09-23 16:44:25.85",112913,2,38,0.05,-0.01,0,34.56,0.0509902
"2025-09-23 16:44:25.9",112914,3,0,0.05,-0.01,0,34.56,0.0509902
"2025-09-23 16:44:25.95",112915,4,0,0.05,-0.01,0,34.56,0.0509902
"2025-09-23 16:44:26",112916,5,0,0.05,-0.01,0,34.56,0.0509902
"2025-09-23 16:44:26.05",112917,6,1,0.05,-0.01,0,34.56,0.0509902
"2025-09-23 16:44:26.1",112918,1,10,0.05,-0.01,0,34.56,0.0509902
"2025-09-23 16:44:26.15",112919,2,38,0.05,-0.01,0,34.56,0.0509902
"2025-09-23 16:44:26.2",112920,3,0,0.05,-0.01,0,34.56,0.0509902
"2025-09-23 16:44:26.25",112921,4,0,0.05,-0.01,0,34.56,0.0509902
"2025-09-23 16:44:26.3",112922,5,0,0.05,-0.01,0,34.56,0.0509902
"2025-09-23 16:44:26.35",112923,6,1,0.05,-0.01,0,34.56,0.0509902
"2025-09-23 16:44:26.4",112924,1,10,0.05,-0.01,0.01,34.56,0.0509902
"2025-09-23 16:44:26.45",112925,2,38,0.05,-0.01,0.01,34.56,0.0509902
"2025-09-23 16:44:26.5",112926,3,0,0.05,-0.01,0.01,34.56,0.0509902
"2025-09-23 16:44:26.55",112927,4,0,0.05,-0.01,0.01,34.56,0.0509902
"2025-09-23 16:44:26.6",112928,5,0,0.05,-0.01,0.01,34.56,0.0509902
"2025-09-23 16:44:26.65",112929,6,1,0.05,-0.01,0,34.56,0.0509902
"2025-09-23 16:44:26.7",112930,1,10,0.05,-0.01,0,34.56,0.0509902
"2025-09-23 16:44:26.75",112931,2,38,0.05,-0.01,0,34.56,0.0509902
"2025-09-23 16:44:26.8",112932,3,0,0.05,-0.01,0,34.56,0.0509902
"2025-09-23 16:44:26.85",112933,4,0,0.05,-0.01,0,34.56,0.0509902
"2025-09-23 16:44:26.9",112934,5,0,0.05,-0.01,0,34.56,0.0509902
"2025-09-23 16:44:26.95",112935,6,1,0.05,-0.01,0,34.56,0.0509902
"2025-09-23 16:44:27",112936,1,10,0.05,-0.01,0,34.56,0.0509902
"2025-09-23 16:44:27.05",112937,2,38,0.05,-0.01,0,34.56,0.0509902
"2025-09-23 16:44:27.1",112938,3,0,0.05,-0.01,0,34.56,0.0509902
"2025-09-23 16:44:27.15",112939,4,0,0.05,-0.01,0,34.56,0.0509902
"2025-09-23 16:44:27.2",112940,5,0,0.05,-0.01,0,34.56,0.0509902
"2025-09-23 16:44:27.25",112941,6,1,0.05,-0.01,0,34.56,0.0509902
"2025-09-23 16:44:27.3",112942,1,10,0.05,-0.01,0,34.56,0.0509902
"2025-09-23 16:44:27.35",112943,2,38,0.05,-0.01,0,34.56,0.0509902
"2025-09-23 16:44:27.4",112944,3,0,0.05,-0.01,0.01,34.56,0.0509902
"2025-09-23 16:44:27.45",112945,4,0,0.05,-0.01,0.01,34.56,0.0509902
"2025-09-23 16:44:27.5",112946,5,0,0.05,-0.01,0.01,34.56,0.0509902
"2025-09-23 16:44:27.55",112947,6,1,0.05,-0.01,0.01,34.56,0.0509902
"2025-09-23 16:44:27.6",112948,1,10,0.04,0,0,34.56,0.04
"2025-09-23 16:44:27.65",112949,2,38,0.04,0,0,34.56,0.04
"2025-09-23 16:44:27.7",112950,3,0,0.04,0,0,34.56,0.04
"2025-09-23 16:44:27.75",112951,4,0,0.04,0,0,34.56,0.04
"2025-09-23 16:44:27.8",112952,5,0,0.04,0,0,34.56,0.04
"2025-09-23 16:44:27.85",112953,6,1,0.04,0,0,34.56,0.04
"2025-09-23 16:44:27.9",112954,1,10,0.04,0,0,34.55,0.04
"2025-09-23 16:44:27.95",112955,2,38,0.04,0,0,34.56,0.04
"2025-09-23 16:44:28",112956,3,0,0.04,0,0,34.55,0.04
"2025-09-23 16:44:28.05",112957,4,0,0.04,0,0,34.55,0.04
"2025-09-23 16:44:28.1",112958,5,0,0.04,0,0,34.55,0.04
"2025-09-23 16:44:28.15",112959,6,1,0.04,0,0,34.55,0.04
"2025-09-23 16:44:28.2",112960,1,10,0.04,0,0,34.55,0.04
"2025-09-23 16:44:28.25",112961,2,38,0.04,0,0,34.55,0.04
"2025-09-23 16:44:28.3",112962,3,0,0.06,0,-0.01,34.55,0.06
"2025-09-23 16:44:28.35",112963,4,0,0.06,0,-0.01,34.55,0.06
"2025-09-23 16:44:28.4",112964,5,0,0.06,0,-0.01,34.55,0.06
"2025-09-23 16:44:28.45",112965,6,1,0.06,0,-0.01,34.55,0.06
"2025-09-23 16:44:28.5",112966,1,10,0.06,0,-0.01,34.55,0.06
"2025-09-23 16:44:28.55",112967,2,38,0.06,0,-0.01,34.55,0.06
"2025-09-23 16:44:28.6",112968,3,0,0.06,0,-0.01,34.55,0.06
"2025-09-23 16:44:28.65",112969,4,0,0.06,0,-0.01,34.55,0.06
"2025-09-23 16:44:28.7",112970,5,0,0.06,0,-0.01,34.55,0.06
"2025-09-23 16:44:28.75",112971,6,1,0.06,0,-0.01,34.55,0.06
"2025-09-23 16:44:28.8",112972,1,10,0.06,0,-0.01,34.55,0.06
"2025-09-23 16:44:28.85",112973,2,38,0.06,0,-0.01,34.55,0.06
"2025-09-23 16:44:28.9",112974,3,0,0.06,0,-0.01,34.55,0.06
"2025-09-23 16:44:28.95",112975,4,0,0.06,0,-0.01,34.55,0.06
"2025-09-23 16:44:29",112976,5,0,0.06,0,-0.01,34.55,0.06
"2025-09-23 16:44:29.05",112977,6,1,0.06,0,-0.01,34.55,0.06
"2025-09-23 16:44:29.1",112978,1,10,0.07,0,0,34.55,0.07
"2025-09-23 16:44:29.15",112979,2,38,0.07,0,0,34.55,0.07
"2025-09-23 16:44:29.2",112980,3,0,0.06,0.01,-0.01,34.55,0.06082762
"2025-09-23 16:44:29.25",112981,4,0,0.08,0.01,-0.01,34.55,0.08062258
"2025-09-23 16:44:29.3",112982,5,0,0.08,0.01,-0.01,34.55,0.08062258
"2025-09-23 16:44:29.35",112983,6,1,0.08,0.01,-0.01,34.55,0.08062258
"2025-09-23 16:44:29.4",112984,1,10,0.08,0.01,-0.01,34.55,0.08062258
"2025-09-23 16:44:29.45",112985,2,38,0.08,0.01,-0.01,34.55,0.08062258
"2025-09-23 16:44:29.5",112986,3,0,0.09,0,-0.01,34.55,0.09
"2025-09-23 16:44:29.55",112987,4,0,0.09,0,-0.01,34.55,0.09
"2025-09-23 16:44:29.6",112988,5,0,0.09,0,-0.01,34.55,0.09
"2025-09-23 16:44:29.65",112989,6,1,0.09,0,-0.01,34.55,0.09
"2025-09-23 16:44:29.7",112990,1,10,0.08,-0.02,-0.01,34.55,0.08246211
"2025-09-23 16:44:29.75",112991,2,38,0.08,-0.01,0,34.55,0.08062258
"2025-09-23 16:44:29.8",112992,3,0,0.08,-0.01,0,34.55,0.08062258
"2025-09-23 16:44:29.85",112993,4,0,0.08,-0.01,0,34.55,0.08062258
"2025-09-23 16:44:29.9",112994,5,0,0.08,-0.01,0,34.55,0.08062258
"2025-09-23 16:44:29.95",112995,6,1,0.08,-0.01,0,34.55,0.08062258
"2025-09-23 16:44:30",112996,1,10,0.08,-0.01,0,34.55,0.08062258
"2025-09-23 16:44:30.05",112997,2,38,0.08,-0.01,0,34.55,0.08062258
"2025-09-23 16:44:30.1",112998,3,0,0.08,-0.01,0,34.55,0.08062258
"2025-09-23 16:44:30.15",112999,4,0,0.07,-0.02,0.01,34.55,0.0728011
"2025-09-23 16:44:30.2",113000,5,0,0.07,-0.02,0.01,34.55,0.0728011
"2025-09-23 16:44:30.25",113001,6,1,0.07,-0.02,0.01,34.55,0.0728011
"2025-09-23 16:44:30.3",113002,1,10,0.07,-0.02,0.01,34.55,0.0728011
"2025-09-23 16:44:30.35",113003,2,38,0.07,-0.02,0.01,34.55,0.0728011
"2025-09-23 16:44:30.4",113004,3,0,0.07,-0.02,0.01,34.55,0.0728011
"2025-09-23 16:44:30.45",113005,4,0,0.07,-0.02,0.01,34.55,0.0728011
"2025-09-23 16:44:30.5",113006,5,0,0.07,-0.02,0.01,34.55,0.0728011
"2025-09-23 16:44:30.55",113007,6,1,0.07,-0.02,0.01,34.55,0.0728011
"2025-09-23 16:44:30.6",113008,1,10,0.07,-0.02,0.01,34.55,0.0728011
"2025-09-23 16:44:30.65",113009,2,38,0.07,-0.02,0.01,34.55,0.0728011
"2025-09-23 16:44:30.7",113010,3,0,0.07,-0.02,0.01,34.55,0.0728011
"2025-09-23 16:44:30.75",113011,4,0,0.07,-0.01,0.01,34.55,0.07071067
"2025-09-23 16:44:30.8",113012,5,0,0.07,-0.01,0.01,34.55,0.07071067
"2025-09-23 16:44:30.85",113013,6,1,0.08,-0.01,0.02,34.55,0.08062258
"2025-09-23 16:44:30.9",113014,1,10,0.08,-0.01,0.02,34.55,0.08062258
"2025-09-23 16:44:30.95",113015,2,38,0.08,-0.01,0.02,34.55,0.08062258
"2025-09-23 16:44:31",113016,3,0,0.08,-0.01,0.02,34.55,0.08062258
"2025-09-23 16:44:31.05",113017,4,0,0.08,-0.01,0.02,34.55,0.08062258
"2025-09-23 16:44:31.1",113018,5,0,0.08,-0.01,0.02,34.55,0.08062258
"2025-09-23 16:44:31.15",113019,6,1,0.08,-0.01,0.02,34.55,0.08062258
"2025-09-23 16:44:31.2",113020,1,10,0.08,-0.01,0.02,34.55,0.08062258
"2025-09-23 16:44:31.25",113021,2,38,0.08,-0.01,0.02,34.55,0.08062258
"2025-09-23 16:44:31.3",113022,3,0,0.08,-0.01,0.02,34.55,0.08062258
"2025-09-23 16:44:31.35",113023,4,0,0.08,-0.01,0.02,34.55,0.08062258
"2025-09-23 16:44:31.4",113024,5,0,0.08,-0.01,0.02,34.55,0.08062258
"2025-09-23 16:44:31.45",113025,6,1,0.06,0,0.02,34.55,0.06
"2025-09-23 16:44:31.5",113026,1,10,0.06,0,0.02,34.55,0.06
"2025-09-23 16:44:31.55",113027,2,38,0.06,0,0.02,34.55,0.06
"2025-09-23 16:44:31.6",113028,3,0,0.06,0,0.02,34.55,0.06
"2025-09-23 16:44:31.65",113029,4,0,0.06,0,0.02,34.55,0.06
"2025-09-23 16:44:31.7",113030,5,0,0.05,-0.01,0.02,34.55,0.0509902
"2025-09-23 16:44:31.75",113031,6,1,0.05,-0.01,0.02,34.55,0.0509902
"2025-09-23 16:44:31.8",113032,1,10,0.05,-0.01,0.02,34.55,0.0509902
"2025-09-23 16:44:31.85",113033,2,38,0.05,-0.01,0.02,34.55,0.0509902
"2025-09-23 16:44:31.9",113034,3,0,0.05,-0.01,0.02,34.55,0.0509902
"2025-09-23 16:44:31.95",113035,4,0,0.05,-0.01,0.02,34.55,0.0509902
"2025-09-23 16:44:32",113036,5,0,0.06,0,0.01,34.55,0.06
"2025-09-23 16:44:32.05",113037,6,1,0.05,-0.01,0.02,34.55,0.0509902
"2025-09-23 16:44:32.1",113038,1,10,0.05,-0.01,0.02,34.55,0.0509902
"2025-09-23 16:44:32.15",113039,2,38,0.06,0,0.01,34.55,0.06
"2025-09-23 16:44:32.2",113040,3,0,0.06,0,0.01,34.55,0.06
"2025-09-23 16:44:32.25",113041,4,0,0.05,-0.01,0.02,34.55,0.0509902
"2025-09-23 16:44:32.3",113042,5,0,0.05,-0.01,0.02,34.55,0.0509902
"2025-09-23 16:44:32.35",113043,6,1,0.06,0,0.01,34.55,0.06
"2025-09-23 16:44:32.4",113044,1,10,0.06,0,0.01,34.55,0.06
"2025-09-23 16:44:32.45",113045,2,38,0.06,0,0.01,34.55,0.06
"2025-09-23 16:44:32.5",113046,3,0,0.06,0,0.01,34.55,0.06
"2025-09-23 16:44:32.55",113047,4,0,0.06,0,0.01,34.55,0.06
"2025-09-23 16:44:32.6",113048,5,0,0.05,-0.01,0.01,34.55,0.0509902
"2025-09-23 16:44:32.65",113049,6,1,0.05,-0.01,0.01,34.55,0.0509902
"2025-09-23 16:44:32.7",113050,1,10,0.05,-0.01,0.01,34.55,0.0509902
"2025-09-23 16:44:32.75",113051,2,38,0.05,-0.01,0,34.55,0.0509902
"2025-09-23 16:44:32.8",113052,3,0,0.05,-0.01,0,34.55,0.0509902
"2025-09-23 16:44:32.85",113053,4,0,0.05,-0.01,0,34.55,0.0509902
"2025-09-23 16:44:32.9",113054,5,0,0.05,-0.01,0,34.55,0.0509902
"2025-09-23 16:44:32.95",113055,6,1,0.05,-0.01,0,34.55,0.0509902
"2025-09-23 16:44:33",113056,1,10,0.05,-0.01,0,34.55,0.0509902
"2025-09-23 16:44:33.05",113057,2,38,0.05,-0.01,0,34.55,0.0509902
"2025-09-23 16:44:33.1",113058,3,0,0.05,-0.01,0,34.55,0.0509902
"2025-09-23 16:44:33.15",113059,4,0,0.05,-0.01,0,34.55,0.0509902
"2025-09-23 16:44:33.2",113060,5,0,0.05,-0.01,0,34.55,0.0509902
"2025-09-23 16:44:33.25",113061,6,1,0.07,-0.01,-0.01,34.55,0.07071067
"2025-09-23 16:44:33.3",113062,1,10,0.07,-0.01,-0.01,34.55,0.07071067
"2025-09-23 16:44:33.35",113063,2,38,0.07,-0.01,-0.01,34.55,0.07071067
"2025-09-23 16:44:33.4",113064,3,0,0.07,-0.01,-0.01,34.55,0.07071067
"2025-09-23 16:44:33.45",113065,4,0,0.07,-0.01,-0.01,34.55,0.07071067
"2025-09-23 16:44:33.5",113066,5,0,0.07,-0.01,-0.01,34.55,0.07071067
"2025-09-23 16:44:33.55",113067,6,1,0.06,0,-0.01,34.55,0.06
"2025-09-23 16:44:33.6",113068,1,10,0.06,0,-0.01,34.55,0.06
"2025-09-23 16:44:33.65",113069,2,38,0.05,-0.01,-0.02,34.55,0.0509902
"2025-09-23 16:44:33.7",113070,3,0,0.05,-0.01,-0.02,34.55,0.0509902
"2025-09-23 16:44:33.75",113071,4,0,0.05,-0.01,-0.02,34.55,0.0509902
"2025-09-23 16:44:33.8",113072,5,0,0.05,-0.01,-0.02,34.55,0.0509902
"2025-09-23 16:44:33.85",113073,6,1,0.05,-0.01,-0.02,34.55,0.0509902
"2025-09-23 16:44:33.9",113074,1,10,0.05,-0.01,-0.02,34.55,0.0509902
"2025-09-23 16:44:33.95",113075,2,38,0.05,-0.01,-0.02,34.55,0.0509902
"2025-09-23 16:44:34",113076,3,0,0.05,-0.01,-0.02,34.55,0.0509902
"2025-09-23 16:44:34.05",113077,4,0,0.05,-0.01,-0.02,34.55,0.0509902
"2025-09-23 16:44:34.1",113078,5,0,0.06,-0.02,-0.03,34.55,0.06324555
"2025-09-23 16:44:34.15",113079,6,1,0.05,-0.01,-0.02,34.55,0.0509902
"2025-09-23 16:44:34.2",113080,1,10,0.06,-0.02,-0.03,34.55,0.06324555
"2025-09-23 16:44:34.25",113081,2,38,0.06,-0.02,-0.03,34.54,0.06324555
"2025-09-23 16:44:34.3",113082,3,0,0.06,-0.02,-0.03,34.55,0.06324555
"2025-09-23 16:44:34.35",113083,4,0,0.06,-0.02,-0.03,34.53,0.06324555
"2025-09-23 16:44:34.4",113084,5,0,0.06,-0.02,-0.03,34.53,0.06324555
"2025-09-23 16:44:34.45",113085,6,1,0.06,-0.02,-0.03,34.53,0.06324555
"2025-09-23 16:44:34.5",113086,1,10,0.06,-0.02,-0.03,34.53,0.06324555
"2025-09-23 16:44:34.55",113087,2,38,0.06,-0.02,-0.03,34.53,0.06324555
"2025-09-23 16:44:34.6",113088,3,0,0.06,-0.02,-0.03,34.53,0.06324555
"2025-09-23 16:44:34.65",113089,4,0,0.06,-0.02,-0.03,34.53,0.06324555
"2025-09-23 16:44:34.7",113090,5,0,0.06,-0.02,-0.03,34.53,0.06324555
"2025-09-23 16:44:34.75",113091,6,1,0.06,-0.02,-0.03,34.53,0.06324555
"2025-09-23 16:44:34.8",113092,1,10,0.05,-0.01,-0.02,34.53,0.0509902
"2025-09-23 16:44:34.85",113093,2,38,0.05,-0.01,-0.02,34.53,0.0509902
"2025-09-23 16:44:34.9",113094,3,0,0.05,-0.01,-0.02,34.54,0.0509902
"2025-09-23 16:44:34.95",113095,4,0,0.05,-0.01,-0.02,34.53,0.0509902
"2025-09-23 16:44:35",113096,5,0,0.05,-0.01,-0.02,34.53,0.0509902
"2025-09-23 16:44:35.05",113097,6,1,0.05,-0.01,-0.02,34.53,0.0509902
"2025-09-23 16:44:35.1",113098,1,10,0.05,-0.01,-0.02,34.54,0.0509902
"2025-09-23 16:44:35.15",113099,2,38,0.06,-0.02,-0.02,34.53,0.06324555
"2025-09-23 16:44:35.2",113100,3,0,0.06,-0.02,-0.01,34.53,0.06324555
"2025-09-23 16:44:35.25",113101,4,0,0.06,-0.02,-0.01,34.53,0.06324555
"2025-09-23 16:44:35.3",113102,5,0,0.06,-0.02,-0.01,34.53,0.06324555
"2025-09-23 16:44:35.35",113103,6,1,0.05,-0.01,-0.02,34.53,0.0509902
"2025-09-23 16:44:35.4",113104,1,10,0.05,-0.01,-0.02,34.53,0.0509902
"2025-09-23 16:44:35.45",113105,2,38,0.05,-0.01,-0.02,34.53,0.0509902
"2025-09-23 16:44:35.5",113106,3,0,0.06,0,-0.01,34.53,0.06
"2025-09-23 16:44:35.55",113107,4,0,0.06,0,-0.01,34.53,0.06
"2025-09-23 16:44:35.6",113108,5,0,0.06,0,-0.01,34.53,0.06
"2025-09-23 16:44:35.65",113109,6,1,0.06,0,-0.01,34.53,0.06
"2025-09-23 16:44:35.7",113110,1,10,0.06,0,-0.01,34.53,0.06
"2025-09-23 16:44:35.75",113111,2,38,0.06,0,-0.01,34.53,0.06
"2025-09-23 16:44:35.8",113112,3,0,0.06,0,-0.01,34.53,0.06
"2025-09-23 16:44:35.85",113113,4,0,0.06,0,-0.01,34.53,0.06
"2025-09-23 16:44:35.9",113114,5,0,0.06,0,-0.01,34.53,0.06
"2025-09-23 16:44:35.95",113115,6,1,0.06,0,-0.01,34.53,0.06
"2025-09-23 16:44:36",113116,1,10,0.05,0.01,-0.01,34.53,0.0509902
"2025-09-23 16:44:36.05",113117,2,38,0.05,0.01,-0.01,34.53,0.0509902
"2025-09-23 16:44:36.1",113118,3,0,0.05,0.01,-0.01,34.53,0.0509902
"2025-09-23 16:44:36.15",113119,4,0,0.05,0.01,-0.01,34.53,0.0509902
"2025-09-23 16:44:36.2",113120,5,0,0.05,0.01,-0.01,34.53,0.0509902
"2025-09-23 16:44:36.25",113121,6,1,0.05,0.01,-0.01,34.53,0.0509902
"2025-09-23 16:44:36.3",113122,1,10,0.05,0.01,-0.01,34.53,0.0509902
"2025-09-23 16:44:36.35",113123,2,38,0.07,0,-0.02,34.53,0.07
"2025-09-23 16:44:36.4",113124,3,0,0.07,0,-0.02,34.53,0.07
"2025-09-23 16:44:36.45",113125,4,0,0.07,0,-0.02,34.53,0.07
"2025-09-23 16:44:36.5",113126,5,0,0.07,0,-0.02,34.53,0.07
"2025-09-23 16:44:36.55",113127,6,1,0.07,0,-0.02,34.53,0.07
"2025-09-23 16:44:36.6",113128,1,10,0.07,0,-0.02,34.53,0.07
"2025-09-23 16:44:36.65",113129,2,38,0.07,0,-0.02,34.53,0.07
"2025-09-23 16:44:36.7",113130,3,0,0.06,0,-0.02,34.53,0.06
"2025-09-23 16:44:36.75",113131,4,0,0.06,0,-0.02,34.53,0.06
"2025-09-23 16:44:36.8",113132,5,0,0.06,0,-0.02,34.53,0.06
"2025-09-23 16:44:36.85",113133,6,1,0.06,0,-0.02,34.54,0.06
"2025-09-23 16:44:36.9",113134,1,10,0.06,0,-0.02,34.54,0.06
"2025-09-23 16:44:36.95",113135,2,38,0.06,0,-0.02,34.53,0.06
"2025-09-23 16:44:37",113136,3,0,0.06,0,-0.02,34.53,0.06
"2025-09-23 16:44:37.05",113137,4,0,0.06,0,-0.02,34.53,0.06
"2025-09-23 16:44:37.1",113138,5,0,0.06,0,-0.02,34.53,0.06
"2025-09-23 16:44:37.15",113139,6,1,0.06,0,-0.02,34.53,0.06
"2025-09-23 16:44:37.2",113140,1,10,0.06,0,-0.02,34.53,0.06
"2025-09-23 16:44:37.25",113141,2,38,0.06,0,-0.02,34.53,0.06
"2025-09-23 16:44:37.3",113142,3,0,0.06,0,-0.02,34.53,0.06
"2025-09-23 16:44:37.35",113143,4,0,0.06,0,-0.02,34.53,0.06
"2025-09-23 16:44:37.4",113144,5,0,0.06,0,-0.02,34.53,0.06
"2025-09-23 16:44:37.45",113145,6,1,0.06,0,-0.02,34.53,0.06
"2025-09-23 16:44:37.5",113146,1,10,0.05,-0.01,-0.03,34.53,0.0509902
"2025-09-23 16:44:37.55",113147,2,38,0.05,-0.01,-0.03,34.53,0.0509902
"2025-09-23 16:44:37.6",113148,3,0,0.05,-0.01,-0.03,34.53,0.0509902
"2025-09-23 16:44:37.65",113149,4,0,0.05,-0.01,-0.03,34.53,0.0509902
"2025-09-23 16:44:37.7",113150,5,0,0.05,-0.01,-0.03,34.53,0.0509902
"2025-09-23 16:44:37.75",113151,6,1,0.05,-0.01,-0.03,34.53,0.0509902
"2025-09-23 16:44:37.8",113152,1,10,0.05,-0.01,-0.03,34.53,0.0509902
"2025-09-23 16:44:37.85",113153,2,38,0.05,-0.01,-0.03,34.53,0.0509902
"2025-09-23 16:44:37.9",113154,3,0,0.05,-0.01,-0.03,34.53,0.0509902
"2025-09-23 16:44:37.95",113155,4,0,0.05,-0.01,-0.03,34.53,0.0509902
"2025-09-23 16:44:38",113156,5,0,0.05,-0.01,-0.03,34.53,0.0509902
"2025-09-23 16:44:38.05",113157,6,1,0.05,-0.01,-0.03,34.53,0.0509902
"2025-09-23 16:44:38.1",113158,1,10,0.05,-0.01,-0.03,34.53,0.0509902
"2025-09-23 16:44:38.15",113159,2,38,0.05,-0.01,-0.03,34.53,0.0509902
"2025-09-23 16:44:38.2",113160,3,0,0.05,-0.01,-0.03,34.53,0.0509902
"2025-09-23 16:44:38.25",113161,4,0,0.05,-0.01,-0.03,34.53,0.0509902
"2025-09-23 16:44:38.3",113162,5,0,0.05,-0.01,-0.03,34.53,0.0509902
"2025-09-23 16:44:38.35",113163,6,1,0.05,-0.01,-0.02,34.53,0.0509902
"2025-09-23 16:44:38.4",113164,1,10,0.05,-0.01,-0.02,34.53,0.0509902
"2025-09-23 16:44:38.45",113165,2,38,0.05,-0.01,-0.02,34.54,0.0509902
"2025-09-23 16:44:38.5",113166,3,0,0.05,-0.01,-0.02,34.53,0.0509902
"2025-09-23 16:44:38.55",113167,4,0,0.05,-0.01,-0.02,34.53,0.0509902
"2025-09-23 16:44:38.6",113168,5,0,0.05,-0.01,-0.02,34.54,0.0509902
"2025-09-23 16:44:38.65",113169,6,1,0.06,-0.02,-0.03,34.53,0.06324555
"2025-09-23 16:44:38.7",113170,1,10,0.05,-0.01,-0.02,34.54,0.0509902
"2025-09-23 16:44:38.75",113171,2,38,0.05,-0.01,-0.02,34.54,0.0509902
"2025-09-23 16:44:38.8",113172,3,0,0.06,-0.02,-0.03,34.53,0.06324555
"2025-09-23 16:44:38.85",113173,4,0,0.05,-0.01,-0.02,34.54,0.0509902
"2025-09-23 16:44:38.9",113174,5,0,0.06,-0.03,-0.02,34.53,0.06708204
"2025-09-23 16:44:38.95",113175,6,1,0.06,-0.03,-0.02,34.53,0.06708204
"2025-09-23 16:44:39",113176,1,10,0.06,-0.02,-0.02,34.54,0.06324555
"2025-09-23 16:44:39.05",113177,2,38,0.06,-0.03,-0.02,34.54,0.06708204
"2025-09-23 16:44:39.1",113178,3,0,0.06,-0.03,-0.02,34.53,0.06708204
"2025-09-23 16:44:39.15",113179,4,0,0.06,-0.03,-0.02,34.54,0.06708204
"2025-09-23 16:44:39.2",113180,5,0,0.06,-0.03,-0.02,34.54,0.06708204
"2025-09-23 16:44:39.25",113181,6,1,0.06,-0.02,-0.02,34.54,0.06324555
"2025-09-23 16:44:39.3",113182,1,10,0.06,-0.03,-0.02,34.54,0.06708204
"2025-09-23 16:44:39.35",113183,2,38,0.06,-0.02,-0.02,34.54,0.06324555
"2025-09-23 16:44:39.4",113184,3,0,0.06,-0.03,-0.02,34.54,0.06708204
"2025-09-23 16:44:39.45",113185,4,0,0.06,-0.02,-0.02,34.54,0.06324555
"2025-09-23 16:44:39.5",113186,5,0,0.06,-0.03,-0.02,34.53,0.06708204
"2025-09-23 16:44:39.55",113187,6,1,0.06,-0.02,-0.02,34.54,0.06324555
"2025-09-23 16:44:39.6",113188,1,10,0.06,-0.03,-0.02,34.53,0.06708204
"2025-09-23 16:44:39.65",113189,2,38,0.06,-0.03,-0.02,34.53,0.06708204
"2025-09-23 16:44:39.7",113190,3,0,0.06,-0.03,-0.02,34.53,0.06708204
"2025-09-23 16:44:39.75",113191,4,0,0.06,-0.03,-0.02,34.53,0.06708204
"2025-09-23 16:44:39.8",113192,5,0,0.06,-0.03,-0.02,34.53,0.06708204
"2025-09-23 16:44:39.85",113193,6,1,0.06,-0.03,-0.02,34.53,0.06708204
"2025-09-23 16:44:39.9",113194,1,10,0.06,-0.02,-0.03,34.54,0.06324555
"2025-09-23 16:44:39.95",113195,2,38,0.06,-0.02,-0.03,34.54,0.06324555
"2025-09-23 16:44:40",113196,3,0,0.06,-0.02,-0.03,34.53,0.06324555
"2025-09-23 16:44:40.05",113197,4,0,0.06,-0.02,-0.03,34.53,0.06324555
"2025-09-23 16:44:40.1",113198,5,0,0.06,-0.02,-0.03,34.53,0.06324555
"2025-09-23 16:44:40.15",113199,6,1,0.06,-0.02,-0.03,34.54,0.06324555
"2025-09-23 16:44:40.2",113200,1,10,0.06,-0.02,-0.03,34.53,0.06324555
"2025-09-23 16:44:40.25",113201,2,38,0.06,-0.02,-0.03,34.53,0.06324555
"2025-09-23 16:44:40.3",113202,3,0,0.05,-0.01,-0.04,34.53,0.0509902
"2025-09-23 16:44:40.35",113203,4,0,0.05,-0.01,-0.04,34.53,0.0509902
"2025-09-23 16:44:40.4",113204,5,0,0.05,-0.01,-0.03,34.53,0.0509902
"2025-09-23 16:44:40.45",113205,6,1,0.05,-0.01,-0.04,34.53,0.0509902
"2025-09-23 16:44:40.5",113206,1,10,0.05,-0.01,-0.04,34.53,0.0509902
"2025-09-23 16:44:40.55",113207,2,38,0.05,-0.01,-0.04,34.53,0.0509902
"2025-09-23 16:44:40.6",113208,3,0,0.05,-0.01,-0.04,34.53,0.0509902
"2025-09-23 16:44:40.65",113209,4,0,0.05,-0.01,-0.04,34.53,0.0509902
"2025-09-23 16:44:40.7",113210,5,0,0.05,-0.01,-0.04,34.53,0.0509902
"2025-09-23 16:44:40.75",113211,6,1,0.05,-0.01,-0.04,34.53,0.0509902
"2025-09-23 16:44:40.8",113212,1,10,0.05,-0.01,-0.04,34.53,0.0509902
"2025-09-23 16:44:40.85",113213,2,38,0.05,-0.01,-0.04,34.53,0.0509902
"2025-09-23 16:44:40.9",113214,3,0,0.05,-0.01,-0.04,34.53,0.0509902
"2025-09-23 16:44:40.95",113215,4,0,0.05,-0.01,-0.04,34.53,0.0509902
"2025-09-23 16:44:41",113216,5,0,0.05,-0.01,-0.04,34.53,0.0509902
"2025-09-23 16:44:41.05",113217,6,1,0.05,-0.01,-0.04,34.53,0.0509902
